Invoice,Quantity,Price,Customer ID,InvoiceDate
489613,1,12.75,13585.0,2009-01-12 14:56:00
489614,41,202.33,,2009-01-12 14:56:00
489615,46,239.91,,2009-01-12 14:56:00
489616,49,158.1,,2009-01-12 14:58:00
489617,42,119.9,13442.0,2009-01-12 14:59:00
489618,1,6.35,,2009-01-12 14:59:00
489619,10,9.75,,2009-01-12 15:02:00
489634,12,1.45,13381.0,2009-01-12 15:19:00
489635,173,64.95,16763.0,2009-01-12 15:26:00
489637,157,89.29,17243.0,2009-01-12 15:36:00
489638,2,3.75,,2009-01-12 15:42:00
489639,48,0.65,14865.0,2009-01-12 16:05:00
489640,600,52.73,17345.0,2009-01-12 16:17:00
489641,462,69.17,13819.0,2009-01-12 16:18:00
489642,3,12.850000000000001,,2009-01-12 16:19:00
489644,317,84.59,15808.0,2009-01-12 16:30:00
489645,97,112.68,17191.0,2009-01-12 16:34:00
489650,90,14.55,13748.0,2009-01-12 16:44:00
489652,146,48.23,15265.0,2009-01-12 17:08:00
489653,26,47.79,,2009-01-12 17:08:00
489654,115,88.5,15750.0,2009-01-12 17:19:00
489656,401,63.16,17428.0,2009-01-12 17:28:00
489657,32,7.55,17428.0,2009-01-12 17:28:00
489658,249,103.91,15485.0,2009-01-12 17:31:00
489661,34,6.970000000000001,17246.0,2009-01-12 17:45:00
489662,25,2.95,15485.0,2009-01-12 17:50:00
489664,57,82.28999999999999,14061.0,2009-01-12 18:03:00
489665,118,26.1,14108.0,2009-01-12 18:07:00
489666,203,32.34,13648.0,2009-01-12 18:13:00
489667,221,23.03,16563.0,2009-01-12 18:35:00
489668,198,31.91,16701.0,2009-01-12 19:19:00
489669,168,6.35,12842.0,2009-02-12 08:15:00
489670,28,11.4,14302.0,2009-02-12 08:16:00
489672,421,110.3,14831.0,2009-02-12 09:21:00
489673,34,9.0,14831.0,2009-02-12 09:23:00
489674,266,28.39,15602.0,2009-02-12 09:35:00
489676,840,7.79,13777.0,2009-02-12 09:49:00
489677,48,8.0,14000.0,2009-02-12 09:50:00
489678,113,48.61,16823.0,2009-02-12 09:57:00
489679,280,229.95,16163.0,2009-02-12 10:00:00
489680,36,1.25,17193.0,2009-02-12 10:02:00
489681,183,22.34,17998.0,2009-02-12 10:02:00
489682,303,14.06,15759.0,2009-02-12 10:08:00
489683,721,128.32,16131.0,2009-02-12 10:09:00
489684,116,47.3,14560.0,2009-02-12 10:15:00
489687,113,38.44,17087.0,2009-02-12 10:41:00
489688,54,17.25,14894.0,2009-02-12 10:42:00
489695,121,65.35,16202.0,2009-02-12 10:48:00
489699,238,62.33,16700.0,2009-02-12 10:51:00
489705,4,4.25,16700.0,2009-02-12 10:52:00
489725,300,0.72,17949.0,2009-02-12 11:07:00
489726,200,3.75,17949.0,2009-02-12 11:07:00
489727,450,2.0,17949.0,2009-02-12 11:09:00
489728,349,34.15,14799.0,2009-02-12 11:18:00
489733,48,7.0,15311.0,2009-02-12 11:20:00
489743,320,71.24,16550.0,2009-02-12 11:24:00
489748,84,44.25,12980.0,2009-02-12 11:26:00
489764,82,49.1,14425.0,2009-02-12 11:31:00
489765,91,166.39,15353.0,2009-02-12 11:33:00
489766,90,86.46000000000001,17818.0,2009-02-12 11:34:00
489780,90,15.26,13654.0,2009-02-12 11:43:00
489782,148,38.65,17189.0,2009-02-12 11:45:00
489783,152,8.78,13269.0,2009-02-12 11:47:00
489784,48,3.4,13269.0,2009-02-12 11:48:00
489785,250,62.2,14653.0,2009-02-12 11:51:00
489786,199,68.97,17019.0,2009-02-12 11:52:00
489787,127,228.71,15542.0,2009-02-12 11:53:00
489788,38,55.64,13564.0,2009-02-12 11:55:00
489789,24,19.35,15833.0,2009-02-12 11:59:00
489790,88,2.94,16467.0,2009-02-12 11:59:00
489791,90,170.86,15542.0,2009-02-12 12:06:00
489793,124,72.69,17476.0,2009-02-12 12:09:00
489794,55,5.87,15287.0,2009-02-12 12:13:00
489795,287,42.68,14440.0,2009-02-12 12:13:00
489796,268,27.38,15680.0,2009-02-12 12:15:00
489797,142,84.09,15581.0,2009-02-12 12:19:00
489798,97,90.72,13740.0,2009-02-12 12:22:00
489800,532,54.6,17768.0,2009-02-12 12:26:00
489801,144,10.23,12948.0,2009-02-12 12:28:00
489802,156,85.77,15581.0,2009-02-12 12:32:00
489804,185,38.47,14667.0,2009-02-12 12:38:00
489805,227,116.49000000000001,17377.0,2009-02-12 12:39:00
489807,241,69.67999999999999,15581.0,2009-02-12 12:43:00
489808,82,24.49,14467.0,2009-02-12 12:44:00
489809,68,9.85,13457.0,2009-02-12 12:46:00
489810,165,110.8,18108.0,2009-02-12 12:47:00
489811,515,30.07,16210.0,2009-02-12 12:54:00
489812,85,90.59,17377.0,2009-02-12 13:00:00
489814,506,256.71,14669.0,2009-02-12 13:06:00
489815,41,48.05,17909.0,2009-02-12 13:10:00
489816,258,74.55,16086.0,2009-02-12 13:20:00
489817,132,13.05,16711.0,2009-02-12 13:22:00
489818,102,47.6,16233.0,2009-02-12 13:23:00
489819,465,27.22,14739.0,2009-02-12 13:23:00
489822,103,182.36,14204.0,2009-02-12 13:26:00
489823,42,13.3,17606.0,2009-02-12 13:32:00
489824,127,87.76,16797.0,2009-02-12 13:33:00
489825,94,50.2,16126.0,2009-02-12 13:34:00
489826,17,72.1,17867.0,2009-02-12 13:39:00
489827,382,33.75,17412.0,2009-02-12 13:51:00
489829,237,35.06,16525.0,2009-02-12 13:53:00
489830,242,228.74,13623.0,2009-02-12 13:57:00
489831,480,2.1,12435.0,2009-02-12 13:58:00
489832,122,143.34,14549.0,2009-02-12 14:06:00
489833,79,83.7,14980.0,2009-02-12 14:09:00
489834,24,8.95,14106.0,2009-02-12 14:09:00
489835,280,5.1,15061.0,2009-02-12 14:15:00
489837,274,123.06,14396.0,2009-02-12 14:21:00
489840,6,14.95,14122.0,2009-02-12 14:22:00
489855,56,89.56,16987.0,2009-02-12 14:34:00
489861,33,13.46,,2009-02-12 14:50:00
489862,150,17.2,17809.0,2009-02-12 14:52:00
489863,21,63.07,15917.0,2009-02-12 14:55:00
489864,79,13.05,14987.0,2009-02-12 14:56:00
489865,53,123.94,14080.0,2009-02-12 15:01:00
489867,45,37.5,,2009-02-12 15:08:00
489868,248,48.1,15794.0,2009-02-12 15:10:00
489869,27,29.81,16200.0,2009-02-12 15:15:00
489870,118,4.25,15523.0,2009-02-12 15:16:00
489871,274,23.3,15523.0,2009-02-12 15:17:00
489872,320,57.29,15615.0,2009-02-12 15:28:00
489873,12,0.85,15615.0,2009-02-12 15:29:00
489874,144,32.64,18001.0,2009-02-12 15:38:00
489876,22,36.05,15917.0,2009-02-12 15:44:00
489877,162,11.100000000000001,13089.0,2009-02-12 15:44:00
489878,56,112.6,15989.0,2009-02-12 15:51:00
489879,138,106.34,17660.0,2009-02-12 16:02:00
489880,552,54.22,13313.0,2009-02-12 16:18:00
489883,260,73.07000000000001,12437.0,2009-02-12 16:24:00
489884,19,0.19,13313.0,2009-02-12 16:24:00
489888,660,54.76,14841.0,2009-02-12 16:49:00
489890,592,5.7,14646.0,2009-02-12 16:53:00
489891,144,20.44,15482.0,2009-02-12 16:59:00
489892,4,19.9,,2009-02-12 17:02:00
489893,98,29.400000000000002,16156.0,2009-02-12 17:06:00
489894,396,42.35,17716.0,2009-02-12 17:18:00
489895,266,40.18,12779.0,2009-03-12 07:25:00
489896,227,44.59,13611.0,2009-03-12 07:57:00
489897,176,25.69,15255.0,2009-03-12 09:10:00
489900,253,23.6,14771.0,2009-03-12 09:44:00
489902,18,24.8,14838.0,2009-03-12 09:52:00
489904,150,54.22,13979.0,2009-03-12 10:02:00
489905,242,46.47,13800.0,2009-03-12 10:03:00
489906,96,5.0,14483.0,2009-03-12 10:16:00
489907,104,29.84,14915.0,2009-03-12 10:17:00
489908,41,19.94,16301.0,2009-03-12 10:20:00
489909,428,33.67,13753.0,2009-03-12 10:20:00
489910,288,0.5,15482.0,2009-03-12 10:23:00
489912,578,151.1,13931.0,2009-03-12 10:26:00
489913,16,16.35,13931.0,2009-03-12 10:28:00
489914,508,80.47,12921.0,2009-03-12 10:28:00
489915,36,2.9,17035.0,2009-03-12 10:37:00
489916,212,14.89,15194.0,2009-03-12 10:37:00
489932,48,16.4,14347.0,2009-03-12 10:49:00
489935,31,83.34,12934.0,2009-03-12 10:51:00
489994,142,16.5,15291.0,2009-03-12 11:09:00
489996,514,23.45,17209.0,2009-03-12 11:10:00
489998,93,81.5,15658.0,2009-03-12 11:19:00
489999,72,18.55,17314.0,2009-03-12 11:25:00
490000,89,24.240000000000002,17155.0,2009-03-12 11:34:00
490001,94,2.76,15965.0,2009-03-12 11:45:00
490002,115,35.97,17322.0,2009-03-12 11:46:00
490003,163,44.34,16159.0,2009-03-12 11:51:00
490004,224,38.39,14051.0,2009-03-12 11:53:00
490005,203,106.0,13993.0,2009-03-12 11:57:00
490006,150,54.0,17411.0,2009-03-12 12:02:00
490008,257,232.27,15768.0,2009-03-12 12:10:00
490009,100,110.59,12835.0,2009-03-12 12:13:00
490010,480,2.1,15061.0,2009-03-12 12:15:00
490011,138,86.79,16918.0,2009-03-12 12:27:00
490012,339,118.56,15179.0,2009-03-12 12:27:00
490013,395,51.88,17069.0,2009-03-12 12:27:00
490014,407,236.13,15466.0,2009-03-12 12:28:00
490017,267,191.26,14159.0,2009-03-12 12:31:00
490019,116,58.05,17581.0,2009-03-12 12:34:00
490020,14,8.4,17581.0,2009-03-12 12:36:00
490021,12,0.85,17581.0,2009-03-12 12:36:00
490022,24,6.75,17581.0,2009-03-12 12:37:00
490023,49,86.7,16168.0,2009-03-12 12:38:00
490024,121,110.39,14606.0,2009-03-12 12:40:00
490030,12,9.7,,2009-03-12 12:44:00
490034,30,38.29,17287.0,2009-03-12 12:45:00
490045,109,41.839999999999996,17287.0,2009-03-12 12:50:00
490046,66,23.450000000000003,13416.0,2009-03-12 13:02:00
490047,131,68.3,17913.0,2009-03-12 13:02:00
490048,681,61.99,16779.0,2009-03-12 13:03:00
490049,40,2.55,15794.0,2009-03-12 13:04:00
490050,2,6.75,17913.0,2009-03-12 13:05:00
490052,408,199.66,13895.0,2009-03-12 13:09:00
490053,101,50.19,14057.0,2009-03-12 13:17:00
490054,186,16.95,17017.0,2009-03-12 13:22:00
490056,56,39.45,13208.0,2009-03-12 13:25:00
490057,184,52.83,17465.0,2009-03-12 13:25:00
490058,27,7.2,17465.0,2009-03-12 13:26:00
490060,148,62.29,13468.0,2009-03-12 13:32:00
490062,86,20.6,13485.0,2009-03-12 13:46:00
490063,117,143.56,17271.0,2009-03-12 13:49:00
490064,215,53.11,16139.0,2009-03-12 13:51:00
490065,600,2.1,15061.0,2009-03-12 13:58:00
490066,212,12.26,15953.0,2009-03-12 14:00:00
490067,412,72.2,15856.0,2009-03-12 14:02:00
490068,90,32.45,13085.0,2009-03-12 14:06:00
490069,60,13.45,13085.0,2009-03-12 14:07:00
490070,68,10.8,14967.0,2009-03-12 14:07:00
490071,111,114.85,16497.0,2009-03-12 14:11:00
490072,71,93.9,17764.0,2009-03-12 14:28:00
490073,172,25.650000000000002,14905.0,2009-03-12 14:36:00
490075,84,18.200000000000003,18229.0,2009-03-12 14:42:00
490077,65,10.44,17293.0,2009-03-12 15:09:00
490078,159,138.77,17853.0,2009-03-12 15:09:00
490079,85,19.9,15550.0,2009-03-12 15:15:00
490080,126,55.85,13531.0,2009-03-12 15:20:00
490081,323,60.58,13786.0,2009-03-12 15:32:00
490082,262,7.55,14952.0,2009-03-12 15:34:00
490085,108,36.730000000000004,12937.0,2009-03-12 15:43:00
490086,432,1.85,17949.0,2009-03-12 15:48:00
490087,668,115.21000000000001,15601.0,2009-03-12 15:49:00
490088,2,17.0,15581.0,2009-03-12 15:50:00
490089,252,1.85,17949.0,2009-03-12 15:52:00
490090,25,35.8,15581.0,2009-03-12 15:53:00
490091,600,1.06,17949.0,2009-03-12 15:54:00
490092,297,51.339999999999996,16612.0,2009-03-12 15:54:00
490093,896,198.22,12949.0,2009-03-12 15:56:00
490094,504,1.69,17949.0,2009-03-12 15:56:00
490095,54,58.04,14958.0,2009-03-12 16:02:00
490097,146,89.02,17329.0,2009-03-12 16:09:00
490100,403,224.76,13001.0,2009-03-12 16:21:00
490101,150,43.35,14644.0,2009-03-12 16:24:00
490106,275,56.15,14898.0,2009-03-12 16:40:00
490107,30,30.15,14662.0,2009-03-12 16:47:00
490108,444,2.55,17414.0,2009-03-12 16:49:00
490109,204,86.19,14755.0,2009-03-12 16:51:00
490110,13,20.8,14755.0,2009-03-12 16:52:00
490111,221,72.01,17576.0,2009-03-12 16:54:00
490112,161,52.68,13037.0,2009-03-12 17:04:00
490113,16,29.55,14710.0,2009-03-12 17:12:00
490114,160,43.879999999999995,18168.0,2009-03-12 17:29:00
490115,316,20.57,17679.0,2009-03-12 17:32:00
490116,48,10.2,17679.0,2009-03-12 17:33:00
490118,151,114.51,17851.0,2009-03-12 17:46:00
490119,75,1.45,12931.0,2009-03-12 17:48:00
490121,65,84.3,14750.0,2009-03-12 17:57:00
490124,107,176.13,16791.0,2009-03-12 18:08:00
490125,109,31.650000000000002,16558.0,2009-03-12 18:11:00
490127,202,144.22,14156.0,2009-03-12 18:13:00
490128,156,27.36,15884.0,2009-03-12 18:23:00
490132,89,31.71,17343.0,2009-03-12 18:30:00
490134,59,76.15,17372.0,2009-03-12 18:41:00
490135,127,77.14,16003.0,2009-03-12 18:51:00
490136,71,120.95,17432.0,2009-03-12 19:13:00
490137,104,38.52,14713.0,2009-03-12 19:22:00
490138,198,43.26,16722.0,2009-03-12 19:23:00
490139,79,45.9,12577.0,2009-03-12 19:31:00
490140,227,92.49,12872.0,2009-03-12 20:03:00
490141,158,47.35,15755.0,2009-04-12 08:24:00
490142,356,66.1,14258.0,2009-04-12 08:36:00
490144,152,60.15,13154.0,2009-04-12 08:46:00
490145,439,145.78,14564.0,2009-04-12 09:27:00
490147,472,7.68,13408.0,2009-04-12 09:31:00
490151,117,33.34,16645.0,2009-04-12 09:49:00
490152,231,138.88,12714.0,2009-04-12 10:00:00
490154,111,154.75,16335.0,2009-04-12 10:18:00
490156,262,17.21,13093.0,2009-04-12 10:32:00
490157,40,3.45,16736.0,2009-04-12 10:39:00
490158,278,59.52,12759.0,2009-04-12 10:47:00
490159,2,19.5,13666.0,2009-04-12 10:48:00
490160,96,2.55,13777.0,2009-04-12 10:52:00
490161,653,100.56,17160.0,2009-04-12 10:57:00
490162,206,46.07,13946.0,2009-04-12 11:07:00
490163,115,33.17,14723.0,2009-04-12 11:22:00
490164,632,94.45,14961.0,2009-04-12 11:32:00
490166,175,31.5,14735.0,2009-04-12 11:32:00
490167,241,18.990000000000002,18061.0,2009-04-12 11:36:00
490171,32,12.49,15581.0,2009-04-12 11:54:00
490177,4,10.5,,2009-04-12 11:56:00
490186,1,3.75,,2009-04-12 11:59:00
490192,1,8.95,,2009-04-12 12:01:00
490202,188,64.4,15078.0,2009-04-12 12:03:00
490209,484,10.77,17389.0,2009-04-12 12:06:00
490212,41,43.480000000000004,16883.0,2009-04-12 12:07:00
490214,201,49.7,13175.0,2009-04-12 12:11:00
490218,48,4.1899999999999995,17076.0,2009-04-12 12:12:00
490219,63,28.549999999999997,13948.0,2009-04-12 12:14:00
490229,713,90.06,18223.0,2009-04-12 12:20:00
490247,208,22.92,16192.0,2009-04-12 12:28:00
490258,24,0.85,15999.0,2009-04-12 12:31:00
490266,50,40.4,15109.0,2009-04-12 12:33:00
490272,273,151.81,14680.0,2009-04-12 12:36:00
490277,600,31.36,18092.0,2009-04-12 12:37:00
490279,164,237.02,16891.0,2009-04-12 12:37:00
490281,148,51.86,13481.0,2009-04-12 12:37:00
490282,43,37.0,13807.0,2009-04-12 12:41:00
490284,213,158.65,14979.0,2009-04-12 12:54:00
490285,210,22.62,16656.0,2009-04-12 12:59:00
490286,147,266.65,14527.0,2009-04-12 12:59:00
490287,218,25.599999999999998,16746.0,2009-04-12 13:00:00
490288,112,7.2,17157.0,2009-04-12 13:00:00
490289,143,59.5,15309.0,2009-04-12 13:01:00
490290,85,28.490000000000002,16325.0,2009-04-12 13:21:00
490291,173,140.1,16541.0,2009-04-12 13:22:00
490292,157,213.4,16723.0,2009-04-12 13:23:00
490293,130,22.98,16699.0,2009-04-12 13:31:00
490294,298,98.86,16710.0,2009-04-12 13:41:00
490295,500,36.03,12510.0,2009-04-12 13:47:00
490297,328,37.45,13162.0,2009-04-12 13:59:00
490299,193,161.99,13680.0,2009-04-12 14:14:00
490300,187,172.12,12970.0,2009-04-12 14:19:00
490301,93,37.08,15311.0,2009-04-12 14:24:00
490302,128,198.03,17841.0,2009-04-12 14:29:00
490303,55,17.45,17935.0,2009-04-12 14:33:00
490304,339,183.43,17593.0,2009-04-12 14:35:00
490305,289,111.66,17243.0,2009-04-12 14:37:00
490308,85,55.78,12835.0,2009-04-12 14:52:00
490310,42,22.3,17151.0,2009-04-12 14:56:00
490311,201,41.35,16451.0,2009-04-12 15:11:00
490312,352,116.44,17961.0,2009-04-12 15:16:00
490313,49,20.0,17127.0,2009-04-12 15:18:00
490323,201,121.78,14087.0,2009-04-12 15:27:00
490324,320,4.2,13694.0,2009-04-12 15:27:00
490326,62,33.0,13733.0,2009-04-12 15:28:00
490327,600,3.3,13694.0,2009-04-12 15:29:00
490331,115,164.22,18181.0,2009-04-12 15:30:00
490340,363,163.19,13174.0,2009-04-12 15:40:00
490341,270,35.88,13329.0,2009-04-12 15:41:00
490342,96,5.45,17421.0,2009-04-12 15:43:00
490345,4,5.45,,2009-04-12 16:11:00
490346,156,30.2,16351.0,2009-04-12 16:12:00
490347,68,34.199999999999996,15684.0,2009-04-12 16:13:00
490349,9,10.75,17884.0,2009-04-12 16:23:00
490351,5,17.4,,2009-04-12 16:26:00
490352,4,11.8,,2009-04-12 16:27:00
490353,445,87.05,15514.0,2009-04-12 16:37:00
490355,287,8.379999999999999,13093.0,2009-04-12 16:39:00
490356,103,17.060000000000002,17884.0,2009-04-12 16:45:00
490359,10,5.95,18225.0,2009-04-12 16:52:00
490360,34,74.05,13679.0,2009-04-12 16:52:00
490361,22,35.45,,2009-04-12 17:18:00
490362,203,106.67,12748.0,2009-04-12 17:31:00
490363,192,0.72,13199.0,2009-05-12 10:11:00
490364,25,36.2,13487.0,2009-05-12 10:25:00
490365,120,14.65,17018.0,2009-05-12 10:27:00
490366,147,40.75,18071.0,2009-05-12 10:31:00
490367,8,19.9,16593.0,2009-05-12 10:44:00
490368,18,14.899999999999999,14238.0,2009-05-12 10:58:00
490369,44,24.2,15223.0,2009-05-12 11:19:00
490370,177,103.9,17593.0,2009-05-12 12:01:00
490371,185,41.269999999999996,13021.0,2009-05-12 12:02:00
490372,95,89.7,17115.0,2009-05-12 12:13:00
490373,146,73.42,17850.0,2009-05-12 12:28:00
490374,65,31.25,14239.0,2009-05-12 12:36:00
490375,185,60.15,13999.0,2009-05-12 12:42:00
490376,389,94.5,13958.0,2009-05-12 13:12:00
490377,12,1.25,13958.0,2009-05-12 13:13:00
490378,134,26.9,13641.0,2009-05-12 13:17:00
490380,142,73.42,17850.0,2009-05-12 13:26:00
490381,141,8.84,15420.0,2009-05-12 13:29:00
490382,397,179.98,12359.0,2009-05-12 13:32:00
490383,50,12.3,12820.0,2009-05-12 13:37:00
490385,348,3.98,16410.0,2009-05-12 14:51:00
490386,473,102.42999999999999,15240.0,2009-05-12 14:57:00
490387,130,73.42,17850.0,2009-05-12 14:59:00
490388,84,27.92,16158.0,2009-05-12 15:00:00
490389,611,54.87,15484.0,2009-05-12 15:18:00
490390,104,29.5,14709.0,2009-05-12 15:26:00
490391,100,38.2,15057.0,2009-05-12 15:27:00
490392,56,54.24,14867.0,2009-05-12 15:47:00
490393,281,37.08,17642.0,2009-05-12 16:01:00
490394,260,73.42,17850.0,2009-05-12 16:01:00
490395,165,31.2,13813.0,2009-06-12 10:16:00
490396,77,109.2,13589.0,2009-06-12 10:26:00
490397,140,63.25,12417.0,2009-06-12 10:30:00
490398,236,104.26,17920.0,2009-06-12 10:37:00
490399,115,118.34,12975.0,2009-06-12 10:38:00
490400,183,223.1,16104.0,2009-06-12 10:41:00
490401,49,73.35,17150.0,2009-06-12 10:51:00
490403,150,204.04,17920.0,2009-06-12 11:13:00
490404,33,149.99,16277.0,2009-06-12 11:27:00
490405,57,120.4,17244.0,2009-06-12 11:27:00
490408,128,58.57,17850.0,2009-06-12 11:33:00
490430,83,71.1,15260.0,2009-06-12 11:45:00
490458,384,58.38,12583.0,2009-06-12 11:57:00
490459,416,193.2,15555.0,2009-06-12 11:58:00
490463,50,127.7,14133.0,2009-06-12 12:10:00
490464,43,37.29,15571.0,2009-06-12 12:10:00
490465,478,215.26,13448.0,2009-06-12 12:14:00
490466,79,61.04,17085.0,2009-06-12 12:16:00
490467,169,137.31,15059.0,2009-06-12 12:17:00
490468,164,63.47,14468.0,2009-06-12 12:21:00
490470,166,112.98,16395.0,2009-06-12 12:26:00
490471,71,79.03,15878.0,2009-06-12 12:28:00
490472,340,80.8,16485.0,2009-06-12 12:28:00
490473,185,94.72,15860.0,2009-06-12 12:31:00
490474,336,108.33,13373.0,2009-06-12 12:34:00
490476,98,8.59,14608.0,2009-06-12 12:34:00
490477,158,73.42,17850.0,2009-06-12 12:41:00
490478,129,140.0,14896.0,2009-06-12 12:42:00
490479,778,75.42,16779.0,2009-06-12 12:42:00
490481,5,8.5,16964.0,2009-06-12 12:51:00
490482,147,72.58,15983.0,2009-06-12 12:52:00
490483,28,59.8,13782.0,2009-06-12 12:52:00
490484,44,18.8,16964.0,2009-06-12 12:53:00
490485,63,47.31,14454.0,2009-06-12 12:56:00
490486,72,1.25,16779.0,2009-06-12 13:00:00
490487,32,36.45,14717.0,2009-06-12 13:05:00
490488,503,63.2,16718.0,2009-06-12 13:07:00
490489,87,108.52,15751.0,2009-06-12 13:08:00
490490,313,182.09,14546.0,2009-06-12 13:10:00
490491,85,72.27000000000001,17848.0,2009-06-12 13:19:00
490493,3,4.25,15751.0,2009-06-12 13:21:00
490494,85,158.05,17561.0,2009-06-12 13:29:00
490496,336,193.6,15547.0,2009-06-12 13:40:00
490499,356,34.410000000000004,17406.0,2009-06-12 13:45:00
490500,188,99.81,14479.0,2009-06-12 13:48:00
490501,424,51.84,16710.0,2009-06-12 13:49:00
490502,26,86.75,17969.0,2009-06-12 13:53:00
490503,241,117.86,14548.0,2009-06-12 14:00:00
490504,95,91.27,15311.0,2009-06-12 14:03:00
490505,34,41.33,14548.0,2009-06-12 14:06:00
490506,47,14.06,17916.0,2009-06-12 14:10:00
490508,130,73.42,17850.0,2009-06-12 14:14:00
490511,208,67.65,13319.0,2009-06-12 14:46:00
490512,85,159.59,14606.0,2009-06-12 14:54:00
490514,47,97.42,16773.0,2009-06-12 15:01:00
490515,38,45.4,15479.0,2009-06-12 15:08:00
490516,146,73.92,17850.0,2009-06-12 15:09:00
490517,24,6.52,,2009-06-12 15:11:00
490518,290,41.57,15822.0,2009-06-12 15:12:00
490519,89,38.9,13890.0,2009-06-12 15:15:00
490521,102,27.09,13211.0,2009-06-12 15:24:00
490522,56,36.4,15641.0,2009-06-12 15:31:00
490523,7,9.27,,2009-06-12 15:32:00
490524,234,78.59,14123.0,2009-06-12 15:35:00
490525,92,32.55,13019.0,2009-06-12 15:40:00
490526,315,119.77,17858.0,2009-06-12 15:41:00
490527,105,18.14,14940.0,2009-06-12 15:46:00
490528,51,64.6,16686.0,2009-06-12 15:48:00
